Agency,AgencyFull,Sector,SubSector,Activity,Sub Activity ,Sub Activity 2,Province,District,Type_of_Location,Status,StartDate,EndDate,Inside3RP,Total,Region,P_Code,P_Code_District,AgencyFull
UNHCR,UNHCR,Protection,SGBV,Training,Supporting the capacity development of communities,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Advocacy,National level,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Advocacy,National level,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Advocacy,Sub-national level,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Advocacy,Sub-national level,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Awareness raising / information dissemination,Information tool development,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Awareness raising / information dissemination,Information tool development,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Awareness raising / information dissemination,Information campaigns or public events,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Awareness raising / information dissemination,Information campaigns or public events,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Case management,Multidimension support with social worker and case management plan,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Case management,Multidimension support with social worker and case management plan,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Facilitating durable solutions,Submitting cases for resettlement,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Facilitating durable solutions,Submitting cases for resettlement,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Mechanisms for accountability to affected populations,Hotline,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Mechanisms for accountability to affected populations,Social media or email,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Mechanisms for accountability to affected populations,Social media or email,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,National system strengthening (non-training),Provision of translation staff or services,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,National system strengthening (non-training),Information meetings or exchanges,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,National system strengthening (non-training),Information meetings or exchanges,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Protection monitoring,Community visits done for protection monitoring (including camps),,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Protection monitoring,Authority visits done for protection monitoring,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Protection monitoring,Authority visits done for protection monitoring,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Training,Supporting the capacity development of national government officials,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Training,Supporting the capacity development of national government officials,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Training,Supporting the capacity development of national lawyers or legal staff ,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Training,Supporting the capacity development of service providers,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Training,Supporting the capacity development of humanitarian / human rights staff,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Training,Supporting the capacity development of communities,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Child Protection,Training,Supporting the capacity development of communities,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
Yuva,Yuva,Livelihood,Livelihood,Livelihoods support and skills development _ Increasing Educational and Livelihoods Opportunities for Urban Refugees ,,,Gaziantep,Nizip,Host Community,Ongoing,,,No,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Livelihood,Livelihood,Skills building activities,,,Gaziantep,Nizip,Host Community,Ongoing,,,No,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Livelihood,Livelihood,Vocational training programs,,,Gaziantep,Nizip,Host Community,Ongoing,,,No,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Livelihood,Livelihood,Womenês Business Centre ,,,Gaziantep,Nizip,Host Community,Ongoing,,,No,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Protection,Protection,Assessment,Household visits,,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Protection,Protection,Awareness raising / information dissemination,community based groups,,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Protection,Protection,Awareness raising / information dissemination,information campaigns,,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Protection,Protection,"Community-based protection, community mobilization",supporting community volunteers,,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Protection,Protection,"Community-based protection, strengthening community and family support (including social cohesion) ","social, recreational, creative activities",,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Protection,Protection,Legal assistance,legal information,,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Protection,Protection,Mechanisms for accountability to affected populations,complaints box,,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Protection,Protection,Training,capacity development of communities,,Gaziantep,Nizip,Host Community,Ongoing,,,No,1,SE,TR27,TR2701546,Yuva
Yuva,Yuva,Livelihood,Livelihood,Vocational trainings though already establishes CC,,,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,Yuva
YUVA,YUVA,Education,ECE ,Provide & support ECE programmes,"Provide and support ECE programmes in community centres, ECE centres and/or TECs ",,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,YUVA
YUVA,YUVA,Education,IFE/ NFE ,Deliver catch-up/ supplementary instruction programmes in Arabic,Provide catch-up/ supplementary instruction programmes in Arabic,,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,YUVA
YUVA,YUVA,Education,Higher Education,Support access to higher education,TOMER / Language preparation programmes,,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,YUVA
YUVA,YUVA,Education,TVET & Skills training,Support access to TVET and skills training,Provide informal/ uncertified TVET and skills training programmes for persons over the age of 15,,Gaziantep,Nizip,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701546,YUVA
ASAM,ASAM,Basic Needs,Shelter,Access to adequate shelter conditions,Possible programmes for provision of shelter support in urban settings,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Basic Needs,Basic assistance,Access to essential goods and services,Provision of in-kind or monetized winter assistance,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Basic Needs,Basic assistance,Access to essential goods and services,Provision of in-kind or monetized assistance during influx and other emergency situations,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Basic Needs,Basic assistance,Access to essential goods and services,Hygiene-awareness sessions,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Livelihood,Livelihood,Livelihoods support and skills development _ Increasing Educational and Livelihoods Opportunities for Urban Refugees ,,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Advocacy,National level,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Advocacy,Sub-national level,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Assessment,Household visits,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Assessment,Focus group discussions,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Assessment,Key informant interviews,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,"For acute, temporary needs",Unrestricted cash,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,For ongoing needs,Restricted cash,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,For ongoing needs,E-voucher,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,For ongoing needs,In-kind,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,Information campaigns or public events,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Case management,Multidimension support with social worker and case management plan,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Case management,Service delivery and referral,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,"Community-based protection, community mobilization","Supporting community volunteers, including refugee outreach volunteers (ROVs)",,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,"Community-based protection, community mobilization",Supporting community-based groups ,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,"Community-based protection, community mobilization",Supporting community-based protection networks,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,"Community-based protection, safe spaces and community centres",Mobile,Protection offices,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Legal assistance,"Legal information, advice or counselling",,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Legal assistance,"Legal intervention, representation or accompaniment",,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Mechanisms for accountability to affected populations,Complaints box,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Mechanisms for accountability to affected populations,Other,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,National system strengthening (non-training),Information meetings or exchanges,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,House visits done for protection monitoring,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,Authority visits done for protection monitoring,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,Detention monitoring,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,National level,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,Sub-national level,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Household visits,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Focus group discussions,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Key informant interviews,,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,"For acute, temporary needs",Unrestricted cash,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,Restricted cash,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,E-voucher,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,In-kind,Hatay,Antakya,Host Community,Ongoing,,,Yes,1,SE,TR31,TR3102080,ASAM
